Name,URL
segmix,https://github.com/segmind/segmoe
controlnet-aux-voltaml,https://github.com/huggingface/controlnet_aux
span-marker,https://github.com/tomaarsen/SpanMarkerNER
pina-mathlab,https://github.com/mathLab/PINA
momentfm,https://github.com/moment-timeseries-foundation-model/moment
tldream,https://github.com/Sanster/tldream
cybrex,https://github.com/nexus-stc/stc
texteller,https://github.com/OleehyO/TexTeller
scalellm,https://github.com/vectorch-ai/ScaleLLM
trace-opt,https://github.com/microsoft/Trace
synthid-text,https://github.com/google-deepmind/synthid-text
robotic-transformer-pytorch,https://github.com/lucidrains/robotic-transformer-pytorch
ai-edge-torch,https://github.com/google-ai-edge/ai-edge-torch
arthur-bench,https://github.com/arthur-ai/bench
llm-strategy,https://github.com/BlackHC/llm-strategy
e2-tts-pytorch,https://github.com/lucidrains/e2-tts-pytorch
f5-tts-mlx,https://github.com/lucasnewman/f5-tts-mlx
delft,https://github.com/kermitt2/delft
super-json-mode,https://github.com/varunshenoy/super-json-mode
rt2,https://github.com/kyegomez/RT-2
phospho,https://github.com/phospho-app/phospho
xllm,https://github.com/BobaZooba/xllm
diarizationlm,https://github.com/google/speaker-id
summ-eval,https://github.com/Yale-LILY/SummEval
easyinstruct,https://github.com/zjunlp/EasyInstruct
agilecoder,https://github.com/FSoft-AI4Code/AgileCoder
ppdiffusers,https://github.com/PaddlePaddle/PaddleMIX
rank-llm,https://github.com/castorini/rank_llm
autoresearcher,https://github.com/eimenhmdt/autoresearcher
mindone,https://github.com/mindspore-lab/mindone
dnadiffusion,https://github.com/pinellolab/DNA-Diffusion
classifier-free-guidance-pytorch,https://github.com/lucidrains/classifier-free-guidance-pytorch
svdiff-pytorch,https://github.com/mkshing/svdiff-pytorch
tgate,https://github.com/HaozheLiu-ST/T-GATE
peacasso,https://github.com/victordibia/peacasso
osintgpt,https://github.com/estebanpdl/osintgpt
explainaboard,https://github.com/neulab/ExplainaBoard
gmft,https://github.com/conjuncts/gmft
agentlego,https://github.com/InternLM/agentlego
tldrstory,https://github.com/neuml/tldrstory
devchat,https://github.com/devchat-ai/devchat
omnievent,https://github.com/THU-KEG/OmniEvent
turbo-alignment,https://github.com/turbo-llm/turbo-alignment
relik,https://github.com/SapienzaNLP/relik
adonisai,https://github.com/Dipeshpal/Jarvis_AI
simalign,https://github.com/cisnlp/simalign
pydance,https://github.com/OmicsML/dance
agentmark,https://github.com/puzzlet-ai/agentmark
ai,https://github.com/missingstudio/ai
budgetml,https://github.com/ebhy/budgetml
core,https://github.com/cheshire-cat-ai/core
deeplake,https://github.com/activeloopai/deeplake
dify,https://github.com/langgenius/dify
embedchain,https://github.com/embedchain/embedchain
glide,https://github.com/einstack/glide
GPTCache,https://github.com/zilliztech/GPTCache
gpustack,https://github.com/gpustack/gpustack
helicone,https://github.com/helicone/helicone
mlflow,https://github.com/mlflow/mlflow
lmnr,https://github.com/lmnr-ai/lmnr
langchain,https://github.com/hwchase17/langchain
langflow,https://github.com/logspace-ai/langflow
langfuse,https://github.com/langfuse/langfuse
langkit,https://github.com/whylabs/langkit
llama_index,https://github.com/jerryjliu/llama_index
lunary,https://github.com/lunary-ai/lunary
opik,https://github.com/comet-ml/opik
parea-sdk-py,https://github.com/parea-ai/parea-sdk-py
pezzo,https://github.com/pezzolabs/pezzo
promptdx,https://github.com/puzzlet-ai/promptdx
promptfoo,https://github.com/typpo/promptfoo
python-sdk,https://github.com/prompt-foundry/python-sdk
prompt-layer-library,https://github.com/MagnivOrg/prompt-layer-library
promptmage,https://github.com/tsterbak/promptmage
promptsite,https://github.com/dkuang1980/promptsite
xturing,https://github.com/stochasticai/xturing
BentoML,https://github.com/bentoml/BentoML
jina,https://github.com/jina-ai/jina
mosec,https://github.com/mosecorg/mosec
serve,https://github.com/pytorch/serve
langchain-serve,https://github.com/jina-ai/langchain-serve
llama.cpp,https://github.com/ggerganov/llama.cpp
ollama,https://github.com/ollama/ollama
FasterTransformer,https://github.com/NVIDIA/FasterTransformer
MInference,https://github.com/microsoft/MInference
exllama,https://github.com/turboderp/exllama
mistral.rs,https://github.com/EricLBuehler/mistral.rs
skypilot,https://github.com/skypilot-org/skypilot
OpenLLM,https://github.com/bentoml/OpenLLM
text-embeddings-inference,https://github.com/huggingface/text-embeddings-inference
lmdeploy,https://github.com/InternLM/lmdeploy
langchain,https://github.com/hwchase17/langchain
llama_index,https://github.com/jerryjliu/llama_index
swiss_army_llama,https://github.com/Dicklesworthstone/swiss_army_llama
litechain,https://github.com/rogeriochaves/litechain
wechat-chatgpt,https://github.com/fuergaosi233/wechat-chatgpt
promptfoo,https://github.com/typpo/promptfoo
agenta,https://github.com/agenta-ai/agenta
serge,https://github.com/serge-chat/serge
langroid,https://github.com/langroid/langroid
embedchain,https://github.com/embedchain/embedchain
opik,https://github.com/comet-ml/opik
IntelliServer,https://github.com/intelligentnode/IntelliServer
Langchain-Chatchat,https://github.com/chatchat-space/Langchain-Chatchat
search_with_lepton,https://github.com/leptonai/search_with_lepton
robocorp,https://github.com/robocorp/robocorp
LLocalSearch,https://github.com/nilsherzig/LLocalSearch
gateway,https://github.com/Portkey-AI/gateway
dialog,https://github.com/talkdai/dialog
wllama,https://github.com/ngxson/wllama
gpustack,https://github.com/gpustack/gpustack
MNN,https://github.com/alibaba/MNN
QA-Pilot,https://github.com/reid41/QA-Pilot
shell-pilot,https://github.com/reid41/shell-pilot
MindSQL,https://github.com/Mindinventory/MindSQL
langfuse,https://github.com/langfuse/langfuse
guidance,https://github.com/microsoft/guidance
semantic-kernel,https://github.com/microsoft/semantic-kernel
outlines,https://github.com/normal-computing/outlines
Promptify,https://github.com/promptslab/Promptify
evals,https://github.com/openai/evals
modelfusion,https://github.com/lgrammel/modelfusion
llm-ui,https://github.com/llm-ui-kit/llm-ui
LazyLLM,https://github.com/LazyAGI/LazyLLM
memfree,https://github.com/memfreeme/memfree
khoj,https://github.com/khoj-ai/khoj
DocsGPT,https://github.com/arc53/DocsGPT
firecrawl,https://github.com/mendableai/firecrawl
anything-llm,https://github.com/Mintplex-Labs/anything-llm
lollms,https://github.com/parisneo/lollms
gpt_academic,https://github.com/binary-husky/gpt_academic
privategpt,https://github.com/imartinez/privategpt
litellm,https://github.com/berriai/litellm
pandas-ai,https://github.com/gventuri/pandas-ai
ChatGPT-Next-Web,https://github.com/ChatGPTNextWeb/ChatGPT-Next-Web
cody,https://github.com/sourcegraph/cody
localai,https://github.com/mudler/localai
chuanhuchatgpt,https://github.com/gaizhenbiao/chuanhuchatgpt
langchainjs,https://github.com/langchain-ai/langchainjs
ChuanhuChatGPT,https://github.com/GaiZhenbiao/ChuanhuChatGPT
autogpt,https://github.com/significant-gravitas/autogpt
lobe-chat,https://github.com/lobehub/lobe-chat
anything-llm,https://github.com/mintplex-labs/anything-llm
lollms-webui,https://github.com/parisneo/lollms-webui
stable-diffusion-webui,https://github.com/AUTOMATIC1111/stable-diffusion-webui
Auto-GPT,https://github.com/Significant-Gravitas/Auto-GPT
